anode_wire_bulk : Vertex generation from the bulk volume of the anode wires : Tracker : 
anode_wire_surface : Vertex generation from the surface of the anode wires : Tracker : 
field_wire_bulk : Vertex generation from the bulk volume of the field wires : Tracker : 
field_wire_surface : Vertex generation from the surface of the field wires : Tracker : 
feedthrough_pins_bulk_all_spots : Vertex generation from the bulk of the tracker feedthrough pins : Tracker : 
feedthrough_pins_bulk_side_0_top : Vertex generation from the bulk of the tracker feedthrough pins : Tracker : 
feedthrough_pins_bulk_side_0_bottom : Vertex generation from the bulk of the tracker feedthrough pins : Tracker : 
feedthrough_pins_bulk_side_1_top : Vertex generation from the bulk of the tracker feedthrough pins : Tracker : 
feedthrough_pins_bulk_side_1_bottom : Vertex generation from the bulk of the tracker feedthrough pins : Tracker : 
calo_wrapper_bulk : Vertex generation from the bulk of the main calorimeter wrapper : Scintillator : 
xcalo_wrapper_bulk : Vertex generation from the bulk of the X-wall calorimeter wrapper : Scintillator : 
gveto_wrapper_bulk : Vertex generation from the bulk of the gamma veto wrapper : Scintillator : 
calo_wrapper_surface : Vertex generation from the surface of the main calorimeter wrapper : Scintillator : 
xcalo_wrapper_surface : Vertex generation from the surface of the X-wall calorimeter wrapper : Scintillator : 
gveto_wrapper_surface : Vertex generation from the surface of the gamma veto wrapper : Scintillator : 
calo_8inch_front_scin_bulk : Vertex generation from the bulk of the main calorimeter wrapper : Scintillator : 
calo_8inch_back_scin_bulk : Vertex generation from the bulk of the main calorimeter wrapper : Scintillator : 
calo_8inch_scin_bulk : Vertex generation from the bulk of the main calorimeter 8 inch OMs scin wrapper : Scintillator : 
calo_5inch_front_scin_bulk : Vertex generation from the bulk of the main calorimeter wrapper : Scintillator : 
experimental_hall_surface : Vertex generation from all surfaces of the experimental hall : Hall : 
experimental_hall_roof : Vertex generation from the top surface (roof) of the experimental hall : Hall : 
experimental_hall_bulk : Vertex generation from the volume (air) of the experimental hall : Hall : 
experimental_hall_ground_bulk : Vertex generation from the volume of the experimental hall's ground : Hall : 
experimental_hall_ground_floor : Vertex generation from the top surface (floor) of the experimental hall's ground : Hall : 
source_pads_internal_bulk : Vertex generation from the bulk volume of the inner source pads : Source : 
source_pads_external_bulk : Vertex generation from the bulk volume of the outer source pads : Source : 
source_pads_bulk : Vertex generation from the bulk volume of the source pads : Source : 
source_pads_internal_surface : Vertex generation from the surface of the inner source pads : Source : 
source_pads_external_surface : Vertex generation from the surface of the outer source pads : Source : 
source_pads_surface : Vertex generation from the surface of the source pads : Source : 
shielding_bottom_bulk : Vertex generation from the bulk of the bottom shielding wall : Shielding : 
shielding_top_bulk : Vertex generation from the bulk of the top shielding wall : Shielding : 
shielding_left_right_bulk : Vertex generation from all internal surfaces of the left/right shielding walls : Shielding : 
shielding_back_front_bulk : Vertex generation from all internal surfaces of the back/front shielding walls : Shielding : 
shielding_all_bulk : Vertex generation from the bulk of all shielding walls : Shielding : 
shielding_bottom_internal_surface : Vertex generation from the internal surface of the bottom shielding wall : Shielding : 
shielding_top_internal_surface : Vertex generation from the internal surface of the top shielding wall : Shielding : 
shielding_left_right_internal_surface : Vertex generation from all internal surfaces of the left/right shielding walls : Shielding : 
shielding_back_front_internal_surface : Vertex generation from all internal surfaces of the back/front shielding walls : Shielding : 
shielding_all_internal_surfaces : Vertex generation from internal surfaces of the all shielding  walls : Shielding : 
source_calibration_all_spots : Vertex generation from the bulk volume of the source calibration spot : Calibration : 
commissioning.arbitrary_vertex : Vertex generation from an arbitrary point in the geometry : HalfCommissioning : 
commissioning.all_spots : Vertex generation from from a commissioning spot : HalfCommissioning : 
commissioning.single_spot : Vertex generation from from a commissioning spot : HalfCommissioning : 
